Specie,Enzyme,EC number,Target sugar,Description,Status,Source ID (NCBI)
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus vaginatus],🟢 Confirmed,WP_190745553.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus vaginatus],🟢 Confirmed,WP_190738993.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus vaginatus],🟢 Confirmed,WP_190738450.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus vaginatus],🟢 Confirmed,WP_190662592.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus vaginatus],🟢 Confirmed,WP_190658149.1
Sivoneniella epilithica,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Sivoneniella epilithica],🟢 Confirmed,WP_458649847.1
Cyanobacterium sp.,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Cyanobacterium sp.],🟢 Confirmed,WP_457997757.1
Nostoc sp. 'Peltigera malacea cyanobiont' DB3992,beta-galactosidase,3.2.1.23,lactose,"glycoside hydrolase family 2 protein, partial [Nostoc sp. 'Peltigera malacea cyanobiont' DB3992]",🟡 Probable/Hypothetical,WP_257237204.1
Cyanophyceae,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [Cyanophyceae],🟢 Confirmed,WP_011432604.1
Cyanophyceae,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [Cyanophyceae],🟢 Confirmed,WP_011430944.1
Petrachloros mirabilis,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Petrachloros mirabilis],🟢 Confirmed,WP_455388312.1
Petrachloros mirabilis,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Petrachloros mirabilis],🟢 Confirmed,WP_455378896.1
Kaarinaea lacus,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Kaarinaea lacus],🟢 Confirmed,WP_455376326.1
Kaarinaea lacus,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Kaarinaea lacus],🟢 Confirmed,WP_455365944.1
Petrachloros mirabilis,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Petrachloros mirabilis],🟢 Confirmed,WP_455246142.1
Petrachloros mirabilis,beta-galactosidase,3.2.1.23,lactose,beta-galactosidase [Petrachloros mirabilis],🟢 Confirmed,WP_455243548.1
Petrachloros mirabilis,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Petrachloros mirabilis],🟢 Confirmed,WP_455241441.1
Kaarinaea lacus,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Kaarinaea lacus],🟢 Confirmed,WP_455220427.1
Kaarinaea lacus,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Kaarinaea lacus],🟢 Confirmed,WP_455210527.1
Kaarinaea lacus,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Kaarinaea lacus],🟢 Confirmed,WP_455200950.1
Kaarinaea lacus,beta-galactosidase,3.2.1.23,lactose,"acetolactate synthase small subunit, partial [Kaarinaea lacus]",🟡 Probable/Hypothetical,WP_455196715.1
Nostoc sp.,beta-galactosidase,3.2.1.23,lactose,glycosyltransferase family 39 protein [Nostoc sp.],🟢 Confirmed,WP_334744428.1
Nostoc sp. NMS9,beta-galactosidase,3.2.1.23,lactose,glycosyltransferase family 39 protein [Nostoc sp. NMS9],🟢 Confirmed,WP_292777922.1
Oscillatoriales,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [Oscillatoriales],🟢 Confirmed,WP_019487064.1
Phormidium nigroviride,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Phormidium nigroviride],🟢 Confirmed,WP_449418848.1
Phormidium nigroviride,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Phormidium nigroviride],🟢 Confirmed,WP_449417870.1
Geitlerinema calcuttense,beta-galactosidase,3.2.1.23,lactose,type 1 glutamine amidotransferase family protein [Geitlerinema calcuttense],🟢 Confirmed,WP_286004550.1
Kamptonema animale,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 1 protein [Kamptonema animale],🟢 Confirmed,WP_272034286.1
Microcoleaceae,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: glycoside hydrolase family 2 protein [Microcoleaceae],🟢 Confirmed,WP_265233550.1
Limnospira platensis,beta-galactosidase,3.2.1.23,lactose,type 1 glutamine amidotransferase family protein [Limnospira platensis],🟢 Confirmed,WP_260378282.1
Argonema galeatum,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 1 protein [Argonema galeatum],🟢 Confirmed,WP_249101241.1
Oscillatoria sp. FACHB-1406,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Oscillatoria sp. FACHB-1406],🟢 Confirmed,WP_242032660.1
Kamptonema,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: glycoside hydrolase family 1 protein [Kamptonema],🟢 Confirmed,WP_234708704.1
Microcoleus sp. FACHB-SPT15,beta-galactosidase,3.2.1.23,lactose,type 1 glutamine amidotransferase family protein [Microcoleus sp. FACHB-SPT15],🟢 Confirmed,WP_192219451.1
Leptolyngbya,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: glycoside hydrolase family 2 protein [Leptolyngbya],🟢 Confirmed,WP_190653014.1
Aphanizomenon flos-aquae,beta-galactosidase,3.2.1.23,lactose,type 1 glutamine amidotransferase family protein [Aphanizomenon flos-aquae],🟢 Confirmed,WP_190386330.1
Hydrococcus rivularis,beta-galactosidase,3.2.1.23,lactose,type 1 glutamine amidotransferase family protein [Hydrococcus rivularis],🟢 Confirmed,WP_073599910.1
Planktothrix rubescens,beta-galactosidase,3.2.1.23,lactose,type 1 glutamine amidotransferase family protein [Planktothrix rubescens],🟢 Confirmed,WP_043936868.1
Myxosarcina sp. GI1(2024),beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Myxosarcina sp. GI1(2024)],🟢 Confirmed,WP_448999467.1
Thermoleptolyngbya sp.,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Thermoleptolyngbya sp.],🟢 Confirmed,WP_448598092.1
Trichothermofontia sp.,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Trichothermofontia sp.],🟢 Confirmed,WP_448571552.1
Trichothermofontia sp.,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Trichothermofontia sp.],🟢 Confirmed,WP_448562428.1
Parathermosynechococcus lividus,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Parathermosynechococcus lividus],🟢 Confirmed,WP_448534227.1
Gloeomargarita sp.,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Gloeomargarita sp.],🟢 Confirmed,WP_448380559.1
Phormidesmis priestleyi,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Phormidesmis priestleyi],🟢 Confirmed,WP_448285139.1
Nostoc sp. DSM 114160,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 TIM barrel-domain containing protein [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448275278.1
Nostoc sp. DSM 114160,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448272692.1
Nostoc sp. DSM 114160,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Nostoc sp. DSM 114160],🟢 Confirmed,WP_448272495.1
Nostoc sp. DSM 114159,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 TIM barrel-domain containing protein [Nostoc sp. DSM 114159],🟢 Confirmed,WP_448266977.1
Nostoc sp. DSM 114159,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Nostoc sp. DSM 114159],🟢 Confirmed,WP_448265167.1
Nostoc sp. DSM 114159,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Nostoc sp. DSM 114159],🟢 Confirmed,WP_448264993.1
Nostoc sp. CALU 1950,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Nostoc sp. CALU 1950],🟢 Confirmed,WP_435025746.1
Phormidesmis sp. 146-33,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Phormidesmis sp. 146-33],🟢 Confirmed,WP_446878913.1
Phormidesmis sp. 146-12,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Phormidesmis sp. 146-12],🟢 Confirmed,WP_446870392.1
unclassified Phormidesmis,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Phormidesmis],🟢 Confirmed,WP_446861794.1
unclassified Phormidesmis,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: glycoside hydrolase family 2 protein [unclassified Phormidesmis],🟢 Confirmed,WP_446861248.1
Pantanalinema sp. GBBB05,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Pantanalinema sp. GBBB05],🟢 Confirmed,WP_432812470.1
Cyanobacterium sp. IPPAS B-1200,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Cyanobacterium sp. IPPAS B-1200],🟢 Confirmed,WP_069790489.1
Cyanobacterium sp. HL-69,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Cyanobacterium sp. HL-69],🟢 Confirmed,WP_446684228.1
unclassified Coleofasciculus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Coleofasciculus],🟢 Confirmed,WP_446337344.1
Coleofasciculus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [Coleofasciculus],🟢 Confirmed,WP_006103562.1
Coleofasciculus sp.,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Coleofasciculus sp.],🟢 Confirmed,WP_446408348.1
Coleofasciculus sp. C1-SOL-03,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Coleofasciculus sp. C1-SOL-03],🟢 Confirmed,WP_446405862.1
Coleofasciculus sp. E2-BRE-01,beta-galactosidase,3.2.1.23,lactose,beta-galactosidase [Coleofasciculus sp. E2-BRE-01],🟢 Confirmed,WP_446382102.1
Coleofasciculus sp. E2-BRE-01,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Coleofasciculus sp. E2-BRE-01],🟢 Confirmed,WP_446380476.1
Coleofasciculus sp. G2-EDA-02,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Coleofasciculus sp. G2-EDA-02],🟢 Confirmed,WP_446359881.1
Coleofasciculus sp. F4-SAH-05,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Coleofasciculus sp. F4-SAH-05],🟢 Confirmed,WP_446349853.1
Leptodesmis sp.,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Leptodesmis sp.],🟢 Confirmed,WP_445925200.1
Lyngbya aestuarii,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Lyngbya aestuarii],🟢 Confirmed,WP_445101147.1
Nostoc sp. DSM 114167,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 TIM barrel-domain containing protein [Nostoc sp. DSM 114167],🟢 Confirmed,WP_445631816.1
Kamptonema formosum,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Kamptonema formosum],🟢 Confirmed,WP_017720764.1
Kamptonema formosum,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Kamptonema formosum],🟢 Confirmed,WP_017718278.1
Kamptonema formosum,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Kamptonema formosum],🟢 Confirmed,WP_017715305.1
Egbenema bharatensis,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Egbenema bharatensis],🟢 Confirmed,WP_416672164.1
Egbenema bharatensis,beta-galactosidase,3.2.1.23,lactose,family 10 glycosylhydrolase [Egbenema bharatensis],🟢 Confirmed,WP_416666536.1
unclassified Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Microcoleus],🟢 Confirmed,WP_333450556.1
unclassified Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Microcoleus],🟢 Confirmed,WP_333210829.1
Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [Microcoleus],🟢 Confirmed,WP_190739991.1
Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [Microcoleus],🟢 Confirmed,WP_172188093.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Microcoleus vaginatus],🟢 Confirmed,WP_445314120.1
Microcoleus sp. herbarium2,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Microcoleus sp. herbarium2],🟢 Confirmed,WP_333446394.1
Microcoleus sp. F4-D5,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Microcoleus sp. F4-D5],🟢 Confirmed,WP_333425157.1
Microcoleus sp. AT3-D2,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Microcoleus sp. AT3-D2],🟢 Confirmed,WP_333362128.1
unclassified Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Microcoleus],🟢 Confirmed,WP_333132248.1
unclassified Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Microcoleus],🟢 Confirmed,WP_445173970.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 TIM barrel-domain containing protein [Microcoleus vaginatus],🟢 Confirmed,WP_445241918.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,type 1 glutamine amidotransferase family protein [Microcoleus vaginatus],🟢 Confirmed,WP_445241700.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,sugar-binding domain-containing protein [Microcoleus vaginatus],🟢 Confirmed,WP_445240969.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus vaginatus],🟢 Confirmed,WP_445240820.1
Microcoleus sp. herbarium5,beta-galactosidase,3.2.1.23,lactose,"sugar-binding domain-containing protein, partial [Microcoleus sp. herbarium5]",🟡 Probable/Hypothetical,WP_333450995.1
Microcoleus sp. N3A4,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Microcoleus sp. N3A4],🟢 Confirmed,WP_333364463.1
unclassified Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Microcoleus],🟢 Confirmed,WP_333189202.1
unclassified Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Microcoleus],🟢 Confirmed,WP_333172723.1
unclassified Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Microcoleus],🟢 Confirmed,WP_333138820.1
unclassified Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Microcoleus],🟢 Confirmed,WP_333095566.1
unclassified Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [unclassified Microcoleus],🟢 Confirmed,WP_333054405.1
Microcoleus sp. AR_TQ3_B6,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Microcoleus sp. AR_TQ3_B6],🟢 Confirmed,WP_332960964.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus vaginatus],🟢 Confirmed,WP_242722446.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Microcoleus vaginatus],🟢 Confirmed,WP_242721143.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus vaginatus],🟢 Confirmed,WP_242719484.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,family 10 glycosylhydrolase [Microcoleus vaginatus],🟢 Confirmed,WP_242718002.1
Microcoleus,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [Microcoleus],🟢 Confirmed,WP_039887977.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus vaginatus],🟢 Confirmed,WP_006635086.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus vaginatus],🟢 Confirmed,WP_006632768.1
Microcoleus vaginatus,beta-galactosidase,3.2.1.23,lactose,family 10 glycosylhydrolase [Microcoleus vaginatus],🟢 Confirmed,WP_006631603.1
Microcoleus sp.,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus sp.],🟢 Confirmed,WP_445176436.1
Microcoleus sp.,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Microcoleus sp.],🟢 Confirmed,WP_445174614.1
Phaeocystis rex,beta-galactosidase,3.2.1.23,lactose,"unnamed protein product, partial [Phaeocystis rex]",🟡 Probable/Hypothetical,CAF6697188.1
Phaeocystis rex,beta-galactosidase,3.2.1.23,lactose,"unnamed protein product, partial [Phaeocystis rex]",🟡 Probable/Hypothetical,CAF6729979.1
Phaeocystis rex,beta-galactosidase,3.2.1.23,lactose,"unnamed protein product, partial [Phaeocystis rex]",🟡 Probable/Hypothetical,CAF6732370.1
Phaeocystis rex,beta-galactosidase,3.2.1.23,lactose,"unnamed protein product, partial [Phaeocystis rex]",🟡 Probable/Hypothetical,CAF6745533.1
Phaeocystis rex,beta-galactosidase,3.2.1.23,lactose,"unnamed protein product, partial [Phaeocystis rex]",🟡 Probable/Hypothetical,CAF6749098.1
Phaeocystis rex,beta-galactosidase,3.2.1.23,lactose,"unnamed protein product, partial [Phaeocystis rex]",🟡 Probable/Hypothetical,CAF6749260.1
Phaeocystis rex,beta-galactosidase,3.2.1.23,lactose,"unnamed protein product, partial [Phaeocystis rex]",🟡 Probable/Hypothetical,CAF6760589.1
Nostoc sp.,beta-galactosidase,3.2.1.23,lactose,glycoside hydrolase family 2 protein [Nostoc sp.],🟢 Confirmed,WP_442947749.1
Nostoc sp.,beta-galactosidase,3.2.1.23,lactose,family 10 glycosylhydrolase [Nostoc sp.],🟢 Confirmed,WP_375448675.1
Nostoc sp. JL23,beta-galactosidase,3.2.1.23,lactose,family 10 glycosylhydrolase [Nostoc sp. JL23],🟢 Confirmed,WP_292820296.1
Trebouxia sp. A48,beta-galactosidase,3.2.1.23,lactose,hypothetical protein GTX0536_001401 [Trebouxia sp. A48],🟡 Probable/Hypothetical,CAN9484415.1
Trebouxia sp. A48,beta-galactosidase,3.2.1.23,lactose,hypothetical protein GTX0536_012064 [Trebouxia sp. A48],🟡 Probable/Hypothetical,CAN9496866.1
Tumidithrix helvetica,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Tumidithrix helvetica],🟢 Confirmed,WP_425213846.1
Thalassoporum mexicanum,beta-galactosidase,3.2.1.23,lactose,family 10 glycosylhydrolase [Thalassoporum mexicanum],🟢 Confirmed,WP_015166587.1
Thalassoporum mexicanum,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Thalassoporum mexicanum],🟢 Confirmed,WP_015164258.1
Desertifilum,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: family 10 glycosylhydrolase [Desertifilum],🟢 Confirmed,WP_241829255.1
Desertifilum,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: glycosyltransferase family 39 protein [Desertifilum],🟢 Confirmed,WP_069969375.1
Desertifilum,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: glycoside hydrolase family 2 protein [Desertifilum],🟢 Confirmed,WP_069965173.1
Desertifilum,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [Desertifilum],🟢 Confirmed,WP_069965118.1
Spirulina sp.,beta-galactosidase,3.2.1.23,lactose,"type II toxin-antitoxin system PrlF family antitoxin, partial [Spirulina sp.]",🟡 Probable/Hypothetical,WP_439637901.1
Vacuolonema iberomarrocanum,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Vacuolonema iberomarrocanum],🟢 Confirmed,WP_439342521.1
Synechococcaceae,beta-galactosidase,3.2.1.23,lactose,MULTISPECIES: acetolactate synthase small subunit [Synechococcaceae],🟢 Confirmed,WP_214339994.1
Prochlorococcus sp.,beta-galactosidase,3.2.1.23,lactose,acetolactate synthase small subunit [Prochlorococcus sp.],🟢 Confirmed,WP_438949778.1
